3.211597290e+02;1.057499670e-03
3.212684631e+02;3.809732152e-04
3.213771973e+02;1.447014860e-03
3.214859314e+02;1.349636004e-04
3.215946960e+02;5.244787899e-04
3.217034607e+02;2.784692042e-04
3.218122253e+02;-8.900763933e-04
3.219209900e+02;5.039779935e-04
3.220297546e+02;6.884852191e-04
3.221385498e+02;8.114899974e-04
3.222473450e+02;5.654803826e-04
3.223561401e+02;1.221506041e-03
3.224649353e+02;6.884852191e-04
3.225737305e+02;-1.520476071e-04
3.226825562e+02;1.508517191e-03
3.227913513e+02;-3.160540073e-04
3.229001770e+02;1.426514005e-03
3.230090027e+02;1.385512413e-03
3.231178589e+02;1.734026009e-03
3.232266846e+02;-3.980572219e-04
3.233355408e+02;1.057499670e-03
3.234443970e+02;-3.365548037e-04
3.235532532e+02;2.123541199e-03
3.236621094e+02;-2.955532109e-04
3.237709656e+02;1.262507634e-03
3.238798523e+02;5.039779935e-04
3.239887390e+02;7.499876083e-04
3.240976257e+02;6.269828300e-04
3.242065125e+02;1.754526864e-03
3.243153992e+02;2.989700006e-04
3.244243164e+02;-7.004439976e-05
3.245332031e+02;-1.725484035e-04
3.246421204e+02;1.816029195e-03
3.247510376e+02;1.365011674e-03
3.248599854e+02;1.057499670e-03
3.249689026e+02;-7.260700222e-04
3.250778503e+02;3.809732152e-04
3.251867981e+02;-1.013081172e-03
3.252957458e+02;5.296040035e-05
3.254046936e+02;6.064820336e-04
3.255136414e+02;1.631522086e-03
3.256226196e+02;-5.620635930e-04
3.257315979e+02;7.499876083e-04
3.258405762e+02;-1.315467962e-04
3.259495544e+02;2.989700006e-04
3.260585327e+02;5.296040035e-05
3.261675415e+02;9.139940375e-04
3.262765503e+02;6.884852191e-04
3.263855286e+02;6.269828300e-04
3.264945679e+02;-2.545516181e-04
3.266035767e+02;-8.542000614e-06
3.267125854e+02;2.000536537e-03
3.268216248e+02;1.775027602e-03
3.269306641e+02;-7.465708186e-04
3.270397034e+02;2.123541199e-03
3.271487427e+02;1.964660041e-04
3.272577820e+02;1.119002001e-03
3.273668518e+02;3.245960033e-05
3.274759216e+02;5.859812372e-04
3.275849915e+02;-3.160540073e-04
3.276940613e+02;1.795528457e-03
3.278031311e+02;8.114899974e-04
3.279122314e+02;-5.825643893e-04
3.280213318e+02;9.139940375e-04
3.281304016e+02;1.078000409e-03
3.282395325e+02;1.959534828e-03
3.283486328e+02;9.754964267e-04
3.284577332e+02;-5.825643893e-04
3.285668640e+02;1.119002001e-03
3.286759949e+02;8.524915902e-04
3.287851257e+02;1.303509227e-03
3.288942566e+02;1.349636004e-04
3.290033875e+02;1.098501263e-03
3.291125488e+02;-8.285740041e-04
3.292217102e+02;5.244787899e-04
