
wavelength,intensity
4.036585999e+02,8.602048159e-01
4.037711792e+02,8.805705309e-01
4.038837891e+02,8.040184379e-01
4.039963989e+02,6.943694949e-01
4.041089783e+02,6.098527312e-01
4.042215881e+02,5.380671024e-01
4.043341980e+02,4.834902287e-01
4.044468384e+02,4.351860881e-01
4.045594482e+02,3.999845386e-01
4.046720886e+02,3.741095066e-01
4.047846985e+02,3.460473120e-01
4.048973389e+02,3.171184659e-01
4.050099792e+02,2.742204368e-01
4.051226196e+02,2.267622650e-01
4.052352905e+02,1.709679961e-01
4.053479309e+02,1.300508082e-01
4.054606018e+02,9.474607557e-02
4.055732727e+02,7.421526313e-02
4.056859131e+02,5.653194338e-02
4.057986145e+02,4.679270461e-02
4.059112854e+02,4.181991518e-02
4.060239563e+02,3.525831178e-02
4.061366577e+02,3.125531971e-02
4.062493286e+02,2.741739899e-02
4.063620300e+02,2.481751889e-02
4.064747314e+02,1.817337610e-02
4.065874329e+02,2.023677528e-02
4.067001343e+02,1.610997878e-02
4.068128662e+02,1.417038497e-02
4.069255676e+02,1.846225187e-02
4.070382996e+02,1.192128100e-02
4.071510315e+02,1.260220259e-02
4.072637634e+02,1.450052857e-02
4.073764954e+02,9.857883677e-03
4.074892273e+02,1.107528806e-02
4.076019897e+02,1.088958234e-02
4.077147217e+02,7.196099963e-03
4.078274841e+02,1.175620966e-02
4.079402466e+02,9.919784963e-03
4.080530090e+02,8.949988522e-03
4.081657715e+02,5.916793365e-03
4.082785339e+02,8.310334757e-03
4.083913269e+02,5.875525530e-03
4.085040894e+02,7.567511871e-03
4.086168823e+02,8.413504809e-03
4.087296753e+02,5.627917591e-03
4.088424683e+02,5.586649757e-03
4.089552612e+02,4.658120684e-03
4.090680542e+02,3.688323777e-03
4.091808777e+02,6.865956355e-03
4.092937012e+02,3.605787875e-03
4.094064941e+02,3.193108365e-03
4.095193176e+02,3.358180169e-03
4.096321411e+02,5.029532593e-03
4.097449951e+02,8.310334757e-03
4.098578186e+02,4.864460323e-03
4.099706421e+02,2.883598674e-03
4.100834961e+02,2.058239421e-03
4.101963501e+02,3.564519808e-03
4.103092041e+02,4.720022902e-03
4.104220581e+02,3.110572230e-03
4.105349121e+02,2.450285014e-03
4.106477966e+02,2.553454833e-03
4.107606506e+02,7.010394242e-03
4.108735352e+02,3.007402411e-03
4.109864197e+02,3.688323777e-03
4.110993042e+02,2.120141406e-03
4.112121887e+02,3.213742282e-03
4.113250732e+02,8.516674861e-03
4.114379578e+02,4.121637437e-03
4.115508728e+02,3.110572230e-03
4.116637878e+02,4.431147128e-03
4.117766724e+02,4.926362541e-03
4.118895874e+02,5.519589176e-04
4.120025330e+02,2.347115194e-03
4.121154480e+02,3.358180169e-03
4.122283630e+02,1.480487990e-03
4.123413086e+02,1.789997681e-03
4.124542542e+02,2.945500426e-03
4.125671692e+02,2.429651096e-03
4.126801147e+02,4.281550646e-04
4.127930908e+02,2.016971353e-03
4.129060364e+02,1.026540413e-03
4.130189819e+02,3.729591612e-03
4.131319580e+02,9.027365595e-04
4.132449341e+02,1.418586005e-03
4.133579102e+02,5.932268687e-04
4.134708862e+02,8.614686085e-04
4.135838623e+02,2.532820916e-03
4.136968384e+02,2.553454833e-03
4.138098450e+02,1.542389975e-03
4.139228210e+02,3.316912102e-03
4.140358276e+02,1.930824667e-02
4.141488342e+02,-6.035438855e-04
4.142618408e+02,-4.384720523e-04
4.143748474e+02,4.059735220e-03
4.144878540e+02,3.110572230e-03
4.146008911e+02,3.089938313e-03
4.147138977e+02,1.088442397e-03
4.148269348e+02,2.243945142e-03
4.149399719e+02,8.821025840e-04
4.150530090e+02,3.378814086e-03
4.151660461e+02,2.326481044e-03
4.152791138e+02,2.424492559e-04
4.153921509e+02,1.026540413e-03
4.155052185e+02,1.769363647e-03
4.156182861e+02,2.677258803e-03
4.157313538e+02,5.725928931e-04
4.158444214e+02,4.900569911e-04
4.159574890e+02,-1.903484575e-03
4.160705566e+02,5.932268687e-04
4.161836548e+02,2.011812903e-04
4.162967224e+02,1.315416186e-03
4.164098206e+02,1.088442397e-03
4.165229187e+02,9.801139822e-05
4.166360168e+02,3.610946442e-05
4.167491150e+02,1.294782152e-03
4.168622437e+02,1.645559794e-03
4.169753418e+02,3.868871136e-04
4.170884705e+02,3.043511824e-04
4.172015686e+02,2.347115194e-03
4.173146973e+02,2.058239421e-03
4.174278259e+02,9.027365595e-04
4.175409851e+02,-4.384720523e-04
4.176541138e+02,2.264579292e-03
4.177672729e+02,3.708957694e-03
4.178804016e+02,5.674344357e-05
4.179935608e+02,1.418586005e-03
4.181067200e+02,-1.016223454e-03
4.182198792e+02,7.789327065e-04
4.183330383e+02,1.253514201e-03
4.184461975e+02,8.408346330e-04
4.185593872e+02,9.646385442e-04
4.186725769e+02,-3.765701258e-04
4.187857361e+02,-8.511516498e-04
4.188989258e+02,1.170978299e-03
4.190121155e+02,1.563023892e-03
4.191253357e+02,1.109076315e-03
4.192385254e+02,2.078873338e-03
4.193517151e+02,3.249851579e-04
4.194649353e+02,1.805473148e-04
4.195781555e+02,1.356684137e-03
4.196913757e+02,-2.940341947e-04
4.198045959e+02,-3.353021457e-04
4.199178162e+02,4.694230156e-04
4.200310364e+02,7.789327065e-04
4.201442871e+02,4.694230156e-04
4.202575073e+02,-7.273477386e-04
4.203707581e+02,3.667689860e-03
4.204840088e+02,1.521755941e-03
4.205972595e+02,2.182043390e-03
4.207105103e+02,9.440045105e-04
4.208237915e+02,9.440045105e-04
4.209370422e+02,3.894663649e-03
4.210503235e+02,2.078873338e-03
4.211635742e+02,1.645559794e-03
4.212768555e+02,7.582987309e-04
4.213901367e+02,1.047174446e-03
4.215034485e+02,2.630832314e-04
4.216167297e+02,1.872533583e-03
4.217300110e+02,-3.353021457e-04
4.218433228e+02,2.677258803e-03
4.219566345e+02,2.326481044e-03
4.220699463e+02,2.120141406e-03
4.221832581e+02,-1.160661341e-03
4.222965698e+02,1.789997681e-03
4.224098816e+02,1.088442397e-03
4.225231934e+02,1.583657926e-03
4.226365356e+02,-1.263831160e-03
4.227498779e+02,1.005906495e-03
4.228632202e+02,-1.119393390e-03
4.229765625e+02,6.344948779e-04
4.230899048e+02,2.491553081e-03
4.232032471e+02,-2.114982781e-04
4.233166199e+02,-3.559361503e-04
4.234299622e+02,1.707461779e-03
4.235433350e+02,-1.083283933e-04
4.236567078e+02,2.011812903e-04
4.237700806e+02,6.551288534e-04
4.238834534e+02,6.757628289e-04
4.239968262e+02,-2.940341947e-04
4.241101990e+02,2.532820916e-03
4.242236023e+02,1.170978299e-03
4.243370056e+02,-1.119393390e-03
4.244503784e+02,-3.559361503e-04
4.245637817e+02,-1.083283933e-04
4.246772156e+02,1.748729730e-03
4.247906189e+02,6.963968044e-04
4.249040222e+02,-1.779680722e-03
4.250174561e+02,1.480487990e-03
4.251308594e+02,-9.955895366e-04
4.252442932e+02,4.900569911e-04
4.253577271e+02,3.043511824e-04
4.254711609e+02,-5.158494787e-06
4.255845947e+02,1.459853956e-03
4.256980591e+02,1.150344382e-03
4.258114929e+02,1.356684137e-03
4.259249573e+02,2.904232591e-03
4.260384216e+02,9.646385442e-04
4.261518860e+02,1.913801534e-03
4.262653503e+02,-2.579247302e-05
4.263788147e+02,1.294782152e-03
4.264922791e+02,-2.734002192e-04
4.266057739e+02,4.281550646e-04
4.267192383e+02,1.599133393e-04
4.268327332e+02,3.399448004e-03
4.269462280e+02,1.336050103e-03
4.270597229e+02,-1.083283933e-04
4.271732178e+02,3.213742282e-03
4.272867126e+02,3.249851579e-04
4.274002380e+02,-2.419334138e-03
4.275137329e+02,-6.706043496e-05
4.276272583e+02,-6.035438855e-04
4.277407837e+02,1.253514201e-03
4.278543091e+02,-1.263831160e-03
4.279678345e+02,1.186453810e-04
4.280813599e+02,-8.924196009e-04
4.281949158e+02,-2.321322681e-04
4.283084412e+02,7.340537850e-03
4.284219971e+02,2.037605504e-03
4.285355530e+02,9.027365595e-04
4.286491089e+02,1.913801534e-03
4.287626648e+02,9.027365595e-04
4.288762207e+02,2.574088983e-03
4.289897766e+02,1.336050103e-03
4.291033630e+02,-5.003740080e-04
4.292169495e+02,-1.243197243e-03
4.293305054e+02,9.440045105e-04
4.294440918e+02,-7.686156896e-04
4.295576782e+02,-1.614608802e-03
4.296712646e+02,1.005906495e-03
4.297848816e+02,-1.201929292e-03
4.298984680e+02,1.191612333e-03
4.300120850e+02,2.491553081e-03
4.301257019e+02,-5.416419590e-04
4.302392883e+02,1.748729730e-03
4.303529053e+02,1.831265632e-03
4.304665527e+02,2.491553081e-03
4.305801697e+02,-1.201929292e-03
4.306937866e+02,-6.448118365e-04
4.308074341e+02,-1.495963515e-04
4.309210815e+02,-1.903484575e-03
4.310346985e+02,2.285213210e-03
4.311483459e+02,3.337546019e-03
4.312620239e+02,-1.036857488e-03
4.313756714e+02,3.874029499e-03
4.314893188e+02,-2.646307694e-03
4.316029968e+02,-1.036857488e-03
4.317166443e+02,1.067808364e-03
4.318303223e+02,-1.986020477e-03
4.319440002e+02,5.519589176e-04
4.320576782e+02,2.470918931e-03
4.321713562e+02,9.440045105e-04
4.322850647e+02,-3.972041013e-04
4.323987427e+02,8.821025840e-04
4.325124512e+02,9.027365595e-04
4.326261292e+02,2.635990735e-03
4.327398376e+02,-1.016223454e-03
4.328535461e+02,-7.273477386e-04
4.329672546e+02,-9.543215274e-04
4.330809937e+02,2.532820916e-03
4.331947021e+02,-1.201929292e-03
4.333084412e+02,1.547548345e-05
4.334221497e+02,-3.972041013e-04
4.335358887e+02,-1.495963515e-04
4.336496277e+02,-7.479817141e-04
4.337633667e+02,-4.797400034e-04
4.338771057e+02,-1.289623760e-04
4.339908752e+02,1.521755941e-03
4.341046143e+02,-1.428903081e-03
4.342183838e+02,1.397952088e-03
4.343321533e+02,-1.841582591e-03
4.344459229e+02,6.344948779e-04
4.345596924e+02,2.409016946e-03
4.346734619e+02,4.487890401e-04
4.347872314e+02,1.547548345e-05
4.349010315e+02,5.519589176e-04
4.350148010e+02,-3.559361503e-04
4.351286011e+02,1.191612333e-03
4.352424011e+02,-7.067137631e-04
4.353562012e+02,1.805473148e-04
4.354700012e+02,-9.543215274e-04
4.355838013e+02,-2.321322681e-04
4.356976013e+02,-9.543215274e-04
4.358114319e+02,1.789997681e-03
4.359252625e+02,-4.384720523e-04
4.360390625e+02,2.424492559e-04
4.361528931e+02,2.904232591e-03
4.362667236e+02,3.456191625e-04
4.363805847e+02,-2.192360349e-03
4.364944153e+02,2.326481044e-03
4.366082458e+02,-9.336875519e-04
4.367221069e+02,1.624925877e-03
4.368359680e+02,-2.625673776e-03
4.369498291e+02,-9.336875519e-04
4.370636902e+02,3.007402411e-03
4.371775513e+02,2.218152804e-04
4.372914124e+02,1.186453810e-04
4.374052734e+02,-2.579247302e-05
4.375191650e+02,1.377318054e-03
4.376330566e+02,1.501122024e-03
4.377469177e+02,2.285213210e-03
4.378608093e+02,-2.481235890e-03
4.379747009e+02,-1.593974885e-03
4.380885925e+02,1.934435568e-03
4.382025146e+02,1.212246250e-03
4.383164062e+02,-8.098836988e-04
4.384303284e+02,-2.527662436e-04
4.385442505e+02,2.630832314e-04
4.386581421e+02,-6.448118365e-04
4.387720642e+02,-1.759046689e-03
4.388860168e+02,-1.702303271e-04
4.389999390e+02,1.624925877e-03
4.391138611e+02,-1.428903081e-03
4.392278137e+02,-6.706043496e-05
4.393417358e+02,-1.738412771e-03
4.394556885e+02,4.101003520e-03
4.395696411e+02,7.170307799e-04
4.396835938e+02,-6.706043496e-05
4.397975464e+02,-2.047922462e-03
4.399115295e+02,-4.797400034e-04
4.400254822e+02,6.551288534e-04
4.401394653e+02,-1.408269047e-03
4.402534180e+02,-1.408269047e-03
4.403674011e+02,2.223311225e-03
4.404813843e+02,-2.006654395e-03
4.405953674e+02,-1.495963515e-04
4.407093811e+02,-7.273477386e-04
4.408233643e+02,-2.114982781e-04
4.409373474e+02,-3.972041013e-04
4.410513611e+02,-1.702303271e-04
4.411653748e+02,6.551288534e-04
4.412793884e+02,8.202006575e-04
4.413934021e+02,-2.893915633e-03
4.415074158e+02,-1.655876869e-03
4.416214294e+02,8.614686085e-04
4.417354736e+02,2.099507255e-03
4.418494873e+02,-4.797400034e-04
4.419635315e+02,-4.797400034e-04
4.420775757e+02,1.047174446e-03
4.421916199e+02,2.099507255e-03
4.423056641e+02,-1.201929292e-03
4.424197083e+02,-2.625673776e-03
4.425337524e+02,1.996337436e-03
4.426478271e+02,-1.367001096e-03
4.427618713e+02,-2.940341947e-04
4.428759460e+02,-2.460601972e-03
4.429900208e+02,-2.527662436e-04
4.431040955e+02,1.294782152e-03
4.432181702e+02,-2.790745581e-03
4.433322449e+02,1.186453810e-04
4.434463501e+02,-6.860797876e-04
4.435604248e+02,1.805473148e-04
4.436745300e+02,-9.955895366e-04
4.437886353e+02,-8.305176743e-04
4.439027405e+02,-1.057491405e-03
4.440168457e+02,-1.490804949e-03
4.441309509e+02,-1.367001096e-03
4.442450562e+02,-2.089190297e-03
4.443591919e+02,-1.924118493e-03
4.444732971e+02,-1.140027307e-03
4.445874329e+02,6.344948779e-04
4.447015686e+02,7.376647554e-04
4.448157043e+02,-1.800314640e-03
4.449298401e+02,-1.367001096e-03
4.450439758e+02,-8.305176743e-04
4.451581116e+02,-7.067137631e-04
4.452722778e+02,4.900569911e-04
4.453864136e+02,1.026540413e-03
4.455005798e+02,-6.706043496e-05
4.456147461e+02,1.810631715e-03
4.457289124e+02,2.218152804e-04
4.458430786e+02,8.821025840e-04
4.459572449e+02,-2.130458364e-03
4.460714417e+02,1.542389975e-03
4.461856079e+02,-1.717778738e-03
4.462998047e+02,4.389878828e-03
4.464140015e+02,1.170978299e-03
4.465281982e+02,-2.114982781e-04
4.466423950e+02,-3.038353520e-03
4.467565918e+02,2.837172069e-04
4.468707886e+02,9.801139822e-05
4.469849854e+02,-2.646307694e-03
4.470992126e+02,-1.908643026e-04
4.472134399e+02,7.582987309e-04
4.473276367e+02,8.614686085e-04
4.474418640e+02,7.170307799e-04
4.475560913e+02,-2.233628184e-03
4.476703491e+02,-2.027288545e-03
4.477845764e+02,1.026540413e-03
4.478988037e+02,2.904232591e-03
4.480130615e+02,8.408346330e-04
4.481273193e+02,-3.972041013e-04
4.482415771e+02,-5.210079835e-04
4.483558044e+02,1.604291843e-03
4.484700928e+02,-1.495963515e-04
4.485843506e+02,9.801139822e-05
4.486986084e+02,-3.353021457e-04
4.488128967e+02,-2.439968055e-03
4.489271545e+02,9.801139822e-05
4.490414429e+02,-1.289623760e-04
4.491557312e+02,-5.622759345e-04
4.492700195e+02,6.551288534e-04
4.493843079e+02,-1.098759356e-03
4.494985962e+02,-1.702303271e-04
4.496129150e+02,-2.336798236e-03
4.497272034e+02,-6.860797876e-04
4.498415222e+02,6.963968044e-04
4.499558105e+02,1.666193828e-03
4.500701294e+02,-1.201929292e-03
4.501844482e+02,-3.058987437e-03
4.502987671e+02,-2.006654395e-03
4.504131165e+02,-7.479817141e-04
4.505274353e+02,1.934435568e-03
4.506417847e+02,-6.860797876e-04
4.507561035e+02,-3.765701258e-04
4.508704529e+02,7.170307799e-04
4.509848022e+02,-1.449536998e-03
4.510991516e+02,-3.146681702e-04
4.512135010e+02,-9.955895366e-04
4.513278503e+02,-1.083283933e-04
4.514422302e+02,-4.297025967e-03
4.515565796e+02,1.191612333e-03
4.516709595e+02,-1.367001096e-03
4.517853394e+02,-3.559361503e-04
4.518997192e+02,-1.986020477e-03
4.520140991e+02,1.232880284e-03
4.521284790e+02,-9.749555029e-04
4.522428589e+02,3.456191625e-04
4.523572693e+02,2.630832314e-04
4.524716492e+02,2.011812903e-04
4.525860596e+02,-1.532072900e-03
4.527004700e+02,-7.067137631e-04
4.528148499e+02,6.963968044e-04
4.529292908e+02,1.315416186e-03
4.530437012e+02,1.955069602e-03
4.531581116e+02,1.170978299e-03
4.532725220e+02,1.186453810e-04
4.533869629e+02,2.424492559e-04
4.535014038e+02,-2.109824447e-03
4.536158142e+02,2.574088983e-03
4.537302551e+02,5.932268687e-04
4.538446960e+02,1.392793638e-04
4.539591675e+02,-5.622759345e-04
4.540736084e+02,1.789997681e-03
4.541880493e+02,-8.769441047e-05
4.543025208e+02,5.932268687e-04
4.544169922e+02,1.599133393e-04
4.545314331e+02,1.315416186e-03
4.546459045e+02,2.759794705e-03
4.547603760e+02,1.831265632e-03
4.548748779e+02,-1.387635130e-03
4.549893494e+02,3.770859679e-03
4.551038208e+02,3.662531381e-04
4.552183228e+02,-1.573340851e-03
4.553328247e+02,-1.016223454e-03
4.554472961e+02,-2.940341947e-04
4.555617981e+02,-1.593974885e-03
4.556763000e+02,1.542389975e-03
4.557908325e+02,-1.016223454e-03
4.559053345e+02,2.218152804e-04
4.560198364e+02,-7.067137631e-04
4.561343689e+02,-1.738412771e-03
4.562489014e+02,4.281550646e-04
4.563634033e+02,1.624925877e-03
4.564779358e+02,-1.098759356e-03
4.565924683e+02,-9.543215274e-04
4.567070312e+02,-2.832013648e-03
4.568215637e+02,-2.460601972e-03
4.569360962e+02,5.725928931e-04
4.570506592e+02,-7.686156896e-04
4.571652222e+02,7.582987309e-04
4.572797546e+02,-6.860797876e-04
4.573943176e+02,-6.706043496e-05
4.575088806e+02,5.932268687e-04
4.576234741e+02,1.186453810e-04
4.577380371e+02,-2.398699988e-03
4.578526001e+02,7.737742271e-05
4.579671936e+02,8.408346330e-04
4.580817566e+02,2.553454833e-03
4.581963501e+02,2.424492559e-04
4.583109436e+02,7.995666820e-04
4.584255371e+02,-7.067137631e-04
4.585401306e+02,1.170978299e-03
4.586547546e+02,-2.940341947e-04
4.587693481e+02,9.801139822e-05
4.588839722e+02,7.737742271e-05
4.589985657e+02,2.011812903e-04
4.591131897e+02,-1.201929292e-03
4.592278137e+02,2.011812903e-04
4.593424377e+02,5.674344357e-05
4.594570618e+02,-7.067137631e-04
4.595716858e+02,-5.003740080e-04
4.596863403e+02,1.186453810e-04
4.598009644e+02,-8.769441047e-05
4.599156189e+02,-1.160661341e-03
4.600302734e+02,-1.325733145e-03
4.601449280e+02,-2.852647565e-03
4.602595825e+02,-1.697144820e-03
4.603742371e+02,1.686827745e-03
4.604888916e+02,3.110572230e-03
4.606035461e+02,-5.158494787e-06
4.607182312e+02,-1.057491405e-03
4.608329163e+02,-1.078125439e-03
4.609475708e+02,-4.591060278e-04
4.610622559e+02,-6.860797876e-04
4.611769409e+02,-1.573340851e-03
4.612916260e+02,1.996337436e-03
4.614063416e+02,1.253514201e-03
4.615210266e+02,-6.035438855e-04
4.616357117e+02,-2.192360349e-03
4.617504272e+02,-5.829099100e-04
4.618651428e+02,-1.078125439e-03
4.619798584e+02,-1.820948673e-03
4.620945740e+02,9.440045105e-04
4.622092896e+02,1.418586005e-03
4.623240051e+02,-1.016223454e-03
4.624387207e+02,5.674344357e-05
4.625534668e+02,5.674344357e-05
4.626681824e+02,-5.829099100e-04
4.627829285e+02,-6.654458120e-04
4.628976746e+02,2.470918931e-03
4.630124207e+02,1.996337436e-03
4.631271667e+02,-3.765701258e-04
4.632419128e+02,-3.182791173e-03
4.633566589e+02,1.975703519e-03
4.634714355e+02,-9.130535764e-04
4.635861816e+02,-1.759046689e-03
4.637009583e+02,8.821025840e-04
4.638157349e+02,-4.178380768e-04
4.639305115e+02,-2.316164086e-03
4.640452881e+02,1.707461779e-03
4.641600647e+02,-7.067137631e-04
4.642748413e+02,2.470918931e-03
4.643896484e+02,-1.243197243e-03
4.645044250e+02,8.202006575e-04
4.646192322e+02,-1.222563209e-03
4.647340088e+02,1.315416186e-03
4.648488159e+02,-6.448118365e-04
4.649636230e+02,1.336050103e-03
4.650784302e+02,-3.559361503e-04
4.651932678e+02,7.376647554e-04
4.653080750e+02,-1.098759356e-03
4.654229126e+02,5.932268687e-04
4.655377197e+02,1.129710348e-03
4.656525574e+02,9.646385442e-04
4.657673950e+02,9.646385442e-04
4.658822327e+02,-6.448118365e-04
4.659970703e+02,-6.706043496e-05
4.661119080e+02,2.635990735e-03
4.662267456e+02,-2.027288545e-03
4.663416138e+02,-1.181295258e-03
4.664564514e+02,2.011812903e-04
4.665713196e+02,-5.829099100e-04
4.666861877e+02,-1.243197243e-03
4.668010559e+02,1.501122024e-03
4.669159241e+02,-1.614608802e-03
4.670307922e+02,3.610946442e-05
4.671456604e+02,2.470918931e-03
4.672605591e+02,1.542389975e-03
4.673754272e+02,-1.738412771e-03
4.674903259e+02,-1.593974885e-03
4.676051941e+02,-3.353021457e-04
4.677200928e+02,-5.210079835e-04
4.678349915e+02,6.344948779e-04
4.679498901e+02,-9.955895366e-04
4.680648193e+02,-2.976451535e-03
4.681797180e+02,-7.479817141e-04
4.682946167e+02,-1.697144820e-03
4.684095459e+02,2.182043390e-03
4.685244751e+02,-1.016223454e-03
4.686394043e+02,1.769363647e-03
4.687543335e+02,-9.955895366e-04
4.688692627e+02,5.313249421e-04
4.689841919e+02,-7.892497233e-04
4.690991211e+02,9.801139822e-05
4.692140808e+02,-9.955895366e-04
4.693290100e+02,-1.289623760e-04
4.694439697e+02,-2.027288545e-03
4.695589294e+02,4.266075324e-03
4.696738586e+02,-1.119393390e-03
4.697888184e+02,-9.130535764e-04
4.699038086e+02,1.336050103e-03
4.700187683e+02,6.757628289e-04
4.701337280e+02,-8.305176743e-04
4.702487183e+02,-5.829099100e-04
4.703636780e+02,2.223311225e-03
4.704786682e+02,-2.527662436e-04
4.705936584e+02,-1.428903081e-03
4.707086487e+02,-8.717856253e-04
4.708236389e+02,-1.820948673e-03
4.709386292e+02,-2.321322681e-04
4.710536194e+02,-1.263831160e-03
4.711686401e+02,-2.295530168e-03
4.712836304e+02,-1.738412771e-03
4.713986511e+02,3.172474215e-03
4.715136719e+02,1.005906495e-03
4.716286926e+02,3.481983906e-03
4.717437134e+02,-3.972041013e-04
4.718587341e+02,-1.470171032e-03
4.719737549e+02,-9.130535764e-04
4.720887756e+02,1.996337436e-03
4.722038269e+02,-2.579247302e-05
4.723188782e+02,2.594722901e-03
4.724338989e+02,1.996337436e-03
4.725489502e+02,5.932268687e-04
4.726640015e+02,-1.495963515e-04
4.727790527e+02,-2.584405942e-03
4.728941040e+02,-1.820948673e-03
4.730091858e+02,-3.559361503e-04
4.731242371e+02,-2.832013648e-03
4.732393188e+02,-3.146681702e-04
4.733543701e+02,-2.749477746e-03
4.734694519e+02,4.694230156e-04
4.735845337e+02,-4.178380768e-04
4.736996155e+02,6.757628289e-04
4.738146973e+02,3.564519808e-03
4.739297791e+02,2.058239421e-03
4.740448914e+02,3.234376200e-03
4.741599731e+02,-1.614608802e-03
4.742750854e+02,-2.749477746e-03
4.743901672e+02,2.837172069e-04
4.745052795e+02,7.582987309e-04
4.746203918e+02,2.078873338e-03
4.747355042e+02,-4.642645217e-05
4.748506165e+02,3.868871136e-04
4.749657593e+02,2.243945142e-03
4.750808716e+02,-2.832013648e-03
4.751960144e+02,4.900569911e-04
4.753111267e+02,1.934435568e-03
4.754262695e+02,1.645559794e-03
4.755414124e+02,9.440045105e-04
4.756565552e+02,1.547548345e-05
4.757716980e+02,9.852724615e-04
4.758868408e+02,-6.706043496e-05
4.760019836e+02,1.129710348e-03
4.761171570e+02,-1.944752526e-03
4.762322998e+02,1.542389975e-03
4.763474731e+02,-6.860797876e-04
4.764626465e+02,-7.479817141e-04
4.765778198e+02,-1.593974885e-03
4.766929932e+02,-2.734002192e-04
4.768081665e+02,-2.579247302e-05
4.769233398e+02,5.674344357e-05
4.770385132e+02,-1.924118493e-03
4.771537170e+02,6.138609024e-04
4.772688904e+02,-6.241778610e-04
4.773840942e+02,-4.797400034e-04
4.774992981e+02,1.439220039e-03
4.776145020e+02,-2.687575761e-03
4.777297058e+02,-5.622759345e-04
4.778449097e+02,7.376647554e-04
4.779601135e+02,-3.972041013e-04
4.780753479e+02,1.748729730e-03
4.781905518e+02,-1.738412771e-03
4.783057861e+02,1.480487990e-03
4.784210205e+02,-1.160661341e-03
4.785362549e+02,3.662531381e-04
4.786514587e+02,-3.353021457e-04
4.787667236e+02,4.694230156e-04
4.788819580e+02,3.610946442e-05
4.789971924e+02,1.913801534e-03
4.791124268e+02,-5.210079835e-04
4.792276917e+02,-5.003740080e-04
4.793429565e+02,-2.321322681e-04
4.794581909e+02,-2.527662436e-04
4.795734558e+02,-2.527662436e-04
4.796887207e+02,-1.119393390e-03
4.798039856e+02,-8.769441047e-05
4.799192810e+02,-6.654458120e-04
4.800345459e+02,1.047174446e-03
4.801498108e+02,5.313249421e-04
4.802651062e+02,-2.873281483e-03
4.803804016e+02,-1.325733145e-03
4.804956665e+02,-3.972041013e-04
4.806109619e+02,-9.749555029e-04
4.807262573e+02,-1.222563209e-03
4.808415527e+02,-6.035438855e-04
4.809568787e+02,1.521755941e-03
4.810721741e+02,-2.579247302e-05
4.811874695e+02,-6.035438855e-04
4.813027954e+02,-1.614608802e-03
4.814181213e+02,1.810631715e-03
4.815334167e+02,-2.336798236e-03
4.816487427e+02,-2.832013648e-03
4.817640686e+02,2.553454833e-03
4.818793945e+02,1.005906495e-03
4.819947510e+02,1.728095696e-03
4.821100769e+02,-3.559361503e-04
4.822254333e+02,1.872533583e-03
4.823407593e+02,-9.543215274e-04
4.824561157e+02,-8.717856253e-04
4.825714722e+02,8.821025840e-04
4.826868286e+02,3.502617823e-03
4.828021851e+02,9.801139822e-05
4.829175415e+02,8.408346330e-04
4.830328979e+02,-1.717778738e-03
4.831482544e+02,-9.543215274e-04
4.832636414e+02,4.075210891e-04
4.833789978e+02,-1.367001096e-03
4.834943848e+02,-1.098759356e-03
4.836097717e+02,-2.734002192e-04
4.837251587e+02,-5.210079835e-04
4.838405457e+02,-9.543215274e-04
4.839559326e+02,7.737742271e-05
4.840713196e+02,-1.098759356e-03
4.841867371e+02,-2.378066070e-03
4.843021240e+02,3.255010117e-03
4.844175415e+02,-1.016223454e-03
4.845329590e+02,2.016971353e-03
4.846483459e+02,7.737742271e-05
4.847637634e+02,1.212246250e-03
4.848791809e+02,-1.036857488e-03
4.849945984e+02,-1.717778738e-03
4.851100464e+02,-4.178380768e-04
4.852254639e+02,6.138609024e-04
4.853409119e+02,-1.078125439e-03
4.854563293e+02,2.945500426e-03
4.855717773e+02,-9.955895366e-04
4.856872253e+02,7.170307799e-04
4.858026733e+02,1.459853956e-03
4.859181213e+02,-6.860797876e-04
4.860335693e+02,-1.655876869e-03
4.861490173e+02,-2.321322681e-04
4.862644653e+02,1.392793638e-04
4.863799438e+02,-1.160661341e-03
4.864954224e+02,-2.316164086e-03
4.866108704e+02,-1.593974885e-03
4.867263489e+02,-2.378066070e-03
4.868418274e+02,-4.797400034e-04
4.869573059e+02,-6.654458120e-04
4.870727844e+02,1.624925877e-03
4.871882629e+02,-1.470171032e-03
4.873037720e+02,4.900569911e-04
4.874192505e+02,-1.057491405e-03
4.875347595e+02,-7.479817141e-04
4.876502686e+02,-9.749555029e-04
4.877657471e+02,-3.559361503e-04
4.878812561e+02,-1.779680722e-03
4.879967651e+02,-1.820948673e-03
4.881122742e+02,-6.860797876e-04
4.882278137e+02,7.170307799e-04
4.883433228e+02,-5.622759345e-04
4.884588623e+02,7.582987309e-04
4.885743713e+02,1.810631715e-03
4.886899109e+02,-1.222563209e-03
4.888054504e+02,4.281550646e-04
4.889209595e+02,5.519589176e-04
4.890364990e+02,5.674344357e-05
4.891520691e+02,-1.470171032e-03
4.892676086e+02,-2.584405942e-03
4.893831482e+02,2.842330607e-03
4.894987183e+02,-1.408269047e-03
4.896142578e+02,3.456191625e-04
4.897298279e+02,-2.914549550e-03
4.898453979e+02,4.281550646e-04
4.899609375e+02,-8.717856253e-04
4.900765076e+02,-2.130458364e-03
